GameNum,WhitePlayer,BlackPlayer,Game,White,Black,Date,Event,Link,
29,Cirtus,Neathp,"1.(0T1)e2e3 / (0T1)Ng8f6 
2.(0T2)Ng1f3 / (0T2)Nf6g4 
3.(0T3)Nf3g5 / (0T3)f7f5 
4.(0T4)Ng5f7 / (0T4)e7e6 
5.(0T5)Qd1g4 / (0T5)f5g4 
6.(0T6)Nf7d8 / (0T6)Ke8d8 
7.(0T7)Nb1c3 / (0T7)Nb8c6 
8.(0T8)f2f4 / (0T8)g4f3 
9.(0T9)g2f3 / (0T9)Bf8>>(0T3)f2 
10.(0T10)Bf1>>(0T3)f8 / (1T3)Rh8f8 
11.(1T4)Nf3>(-1T4)f2 / (-1T4)Ng4e3 (1T4)Ng4e3 
12.(1T5)f2e3 (-1T5)d2e3 / (-1T5)e7e6 (1T5)e7e6 
13.(1T6)Qd1h5 (-1T6)Qd1h5 / (-1T6)Qd8f6 (1T6)g7g6 
14.(1T7)Qh5h3 (-1T7)Nf2e4 / (-1T7)g7g6 (1T7)Qd8f6 
15.(1T8)Qh3e6 (-1T8)Ne4f6 / (-1T8)Ke8d8 (1T8)f7e6  
16.(-1T9)Qh5>(1T9)h3 / (1T9)Qf6f2 (-1T9)Bf8b4  
17.(-1T10)Ke1>>(-1T9)d1 / (2T9)Bf8b4 ",0,1,5/8/2021,,,
30,Neathp,Public Match,"1.(0T1)e2e3 / (0T1)d7d6 
2.(0T2)c2c3 / (0T2)Nb8d7 
3.(0T3)Qd1a4 / (0T3)c7c6 
4.(0T4)Ke1e2 ",1,0,11/8/2021,,,
31,Neathp,Public Match,"1.(0T1)e2e3 / (0T1)c7c6 
2.(0T2)Qd1f3 / (0T2)d7d5 
3.(0T3)Bf1d3 / (0T3)Ng8f6 
4.(0T4)Nb1c3 / (0T4)d5d4 
5.(0T5)Qf3>>(0T1)f7 / (1T1)Ke8f7 
6.(1T2)Ng1h3 / (1T2)Ng8f6 
7.(1T3)Nh3g5 / (1T3)Kf7e8 
8.(1T4)c2c3 / (1T4)c7c6 
9.(1T5)Qd1b3 / (0T5)Qd8>>(0T2)a5 
10.(-1T3)Bf1c4 / (-1T3)Qd8b6 11.(-1T4)Qf3f7 ",1,0,11/8/2021,,,
32,Neathp,Public Match,"1.(0T1)e2e3 / (0T1)e7e6 
2.(0T2)Qd1f3 / (0T2)Nb8c6 
3.(0T3)h2h4 / (0T3)Nc6e5 
4.(0T4)Qf3h5 / (0T4)g7g6 
5.(0T5)Qh5e5 / (0T5)Ng8f6 
6.(0T6)Qe5f4 / (0T6)Bf8d6 
7.(0T7)Qf4f3 / (0T7)Ke8g8 
8.(0T8)Ng1h3 / (0T8)c7c6 
9.(0T9)Nh3g5 / (0T9)Bd6>>(0T5)d2 
10.(-1T6)Bc1d2 / (-1T6)Qd8f6 
11.(-1T7)Bd2c3 / (-1T7)Qf6e5 
12.(-1T8)Bc3e5 / (-1T8)f7f6 
13.(-1T9)Be5c3 / (-1T9)Bf8g7 
14.(-1T10)Ng1>>(-1T9)g3 (0T10)Ng5>>(0T9)g7 / (2T9)Kg8g7 (1T9)g6g5 
15.(2T10)Nh3g5 (1T10)Be5f6 / (1T10)Bf8>>(1T9)f7 
16.(-2T10)Be5f6 / (0T10)Qd8>>(0T7)a5 
17.(-3T8)Nb1a3 / (-3T8)Rh8g8 
18.(-3T9)Na3c4 / (-3T9)g6g5 19.(-3T10)Nc4a5",1,0,11/8/2021,,,
33,MaSK78,5D Voyage,"1.(0T1)Ng1f3 / (0T1)Ng8f6 
2.(0T2)d2d4 / (0T2)d7d5 
3.(0T3)c2c3 / (0T3)c7c6 
4.(0T4)Bc1g5 / (0T4)Nf6e4 
5.(0T5)Nb1d2 / (0T5)Ne4g5 
6.(0T6)Nf3g5 / (0T6)Bc8g4 
7.(0T7)Ng5f7 / (0T7)e7e6 
8.(0T8)Nf7d8 / (0T8)Ke8d8 
9.(0T9)Qd1b3 / (0T9)Bg4e2 
10.(0T10)Bf1e2 / (0T10)Nb8d7 
11.(0T11)Qb3b7 / (0T11)Bf8>>(0T5)f2 ",0,1,18/01/2022,,,
34,MaSK78,5D Voyage,"1.(0T1)Ng1f3 / (0T1)e7e6 
2.(0T2)d2d4 / (0T2)Ng8f6 
3.(0T3)c2c3 / (0T3)h7h6 
4.(0T4)Qd1b3 / (0T4)Nb8c6 
5.(0T5)Bc1f4 / (0T5)Nc6a5 
6.(0T6)Qb3c2 / (0T6)c7c6 
7.(0T7)e2e3 / (0T7)g7g5 
8.(0T8)Bf4e5 / (0T8)d7d6 
9.(0T9)Be5f6 / (0T9)Qd8f6 
10.(0T10)Qc2a4 / (0T10)Qf6d8 
11.(0T11)Nb1d2 / (0T11)Bf8e7 
12.(0T12)d4d5 / (0T12)Bc8d7 
13.(0T13)d5c6 / (0T13)Bd7c6 
14.(0T14)Bf1b5 / (0T14)Ra8c8 
15.(0T15)Ra1d1 / (0T15)d6d5 
16.(0T16)Bb5c6 / (0T16)Rc8c6 
17.(0T17)Qa4d4 / (0T17)Rh8f8 
18.(0T18)Qd4a7 / (0T18)Be7c5 
19.(0T19)Qa7c5 / (0T19)Rc6c5 
20.(0T20)Nd2e4 / (0T20)Rc5c6 
21.(0T21)Ke1g1 / (0T21)g5g4 
22.(0T22)Nf3e5 / (0T22)f7f6 
23.(0T23)Ne5g6 / (0T23)Qd8c7 
24.(0T24)Ng6f8",1,0,18/01/2022,,,
35,Mauer,Public Match,1.{10:03}(0T1)Ng1f3 / {10:03}(0T1)Ng8f6 2.{10:03}(0T2)d2d4 / {10:03}(0T2)c7c5 3.{10:03}(0T3)c2c3 / {10:03}(0T3)Qd8b6 4.{9:55}(0T4)e2e3 / {10:03}(0T4)c5d4 56.{9:36}(0T6)Bf1e2 / {9:50}(0T6)Nc6d4 7.{9:35}(0T7)e3d4 / {9:40}(0T7)Qb6c6 8.{9:19}(0T8)Be2f3 / {9:05}(0T8)Qc6b5 9.{9:14}(0T9)Bc1e3 / {8:55}(0T9)Qb5b2 10.{9:03}(0T10)Nb1d2 / {8:29}(0T10)e7e6 11.{8:37}(0T11)Qd1b3 / {8:07}(0T11)Qb2a1 12.{8:36}(0T12)Nd2b1 / {6:06}(0T12)Bf8a3 13.{7:45}(0T13)Ke1g1 / {2:36}(0T13)Qa1>>(0T12)b1 14.{7:15}(0T14)Nb1>>(0T12)a1 / {1:24}(1T12)Bf8a3 15.{6:48}(-1T13)Qb3b1 (1T13)Qb3a3 / {0:00}(-1T13)Qa1c3 (1T13)Nf6g4 ,1,0,19/01/2022,,,
36,Sapphia,Public Match,"1.(0T1)Ng1f3 / (0T1)Ng8f6
2.(0T2)Nb1a3 / (0T2)e7e6
3.(0T3)c2c3 / (0T3)Bf8a3
4.(0T4)Qd1b3 / (0T4)Ba3b2
5.(0T5)Bc1b2 / (0T5)c7c5
6.(0T6)e2e3 / (0T6)b7b6
7.(0T7)Bf1c4 / (0T7)Bc8b7
8.(0T8)Nf3g5 / (0T8)Bb7g2
9.(0T9)Rh1g1 / (0T9)Nf6e4
10.(0T10)Ng5e6 / (0T10)d7e6
11.(0T11)Bc4e6 / (0T11)f7e6
12.(0T12)Qb3e6",1,0,19/1/2022,,,
37,Sapphia,Public Match,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Nb1a3 / {20:05}(0T2)e7e6 
3.{20:05}(0T3)c2c3 / {20:05}(0T3)Bf8a3 
4.{20:05}(0T4)b2a3 / {20:05}(0T4)c7c5 
5.{20:05}(0T5)Qd1b3 / {20:05}(0T5)b7b6 
6.{20:05}(0T6)e2e3 / {20:05}(0T6)Bc8b7 
7.{20:05}(0T7)Nf3g5 / {20:05}(0T7)Nf6d5 
8.{18:05}(0T8)h2h4 / {20:05}(0T8)Qd8f6 
9.{17:18}(0T9)f2f4 / {20:05}(0T9)Nd5f4 
10.{16:54}(0T10)Bf1c4 / {20:05}(0T10)Nf4g2 
11.{16:53}(0T11)Ke1d1 / {19:54}(0T11)Bb7f3 
12.{15:42}(0T12)Kd1c2 / {19:23}(0T12)Qf6f5 
13.{15:21}(0T13)Bc4d3 / {19:23}(0T13)Ng2e3 
14.{15:17}(0T14)Kc2b2 / {18:54}(0T14)Bf3h1 ",0,1,19/1/2022,,,
38,Sapphia,Public Match,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Nb1a3 / {20:05}(0T2)e7e6 
3.{20:05}(0T3)c2c3 / {20:05}(0T3)Bf8a3 
4.{20:05}(0T4)b2a3 / {20:05}(0T4)c7c5 
5.{20:04}(0T5)Qd1b3 / {20:05}(0T5)b7b6 
6.{20:03}(0T6)e2e3 / {20:05}(0T6)Bc8b7 
7.{20:03}(0T7)Nf3g5 / {20:05}(0T7)Nf6d5 
8.{19:49}(0T8)Rh1g1 / {20:05}(0T8)Qd8g5 
9.{19:36}(0T9)Bf1b5 / {19:40}(0T9)Nd5e3 
10.{19:36}(0T10)d2e3 / {19:31}(0T10)Qg5h4 
11.{16:42}(0T11)Bb5d7 / {19:31}(0T11)Nb8d7 
12.{16:42}(0T12)Qb3b5 / {19:06}(0T12)Qh4f6 
13.{14:14}(0T13)Qb5d7 / {19:06}(0T13)Ke8d7 
14.{14:14}(0T14)Bc1d2 / {19:07}(0T14)Bb7d5 
15.{13:49}(0T15)Bd2>>(0T11)d6 / {17:25}(1T11)Qh4f2 
16.{13:33}(1T12)Ke1f2 / {17:08}(1T12)Bb7g2 
17.{13:36}(1T13)Rg1g2 / {17:07}(0T15)Bd5>>(0T12)d2 ",0,1,19/1/2022,,,
39,Tones,Sapphia,"1.{20:05}(0T1)b2b3 / {20:05}(0T1)e7e5 
2.{19:12}(0T2)g2g3 / {19:41}(0T2)Qd8f6 
3.{19:09}(0T3)Bc1b2 / {19:41}(0T3)Bf8e7 
4.{18:54}(0T4)Bb2e5 / {19:41}(0T4)Qf6e5 
5.{18:44}(0T5)f2f4 / {19:29}(0T5)Qe5c5 
6.{16:06}(0T6)e2e3 / {17:57}(0T6)Qc5>>(0T3)f2 
7.{15:59}(0T7)Bf1>>(0T1)f7 / {17:57}(1T1)Ke8f7 
8.{15:04}(1T2)Ng1f3 / {16:50}(1T2)e7e6 
9.{14:05}(1T3)e2e3 / {14:36}(1T3)Qd8f6 
10.{14:10}(1T4)Nf3>(-1T4)f2 / {13:49}(-1T4)Qf6>>(0T4)f5 (1T4)Qf6f2 
11.{12:45}(-1T5)Ng1>>(1T4)g1 / {13:33}(2T4)Qf6h4 
12.{12:30}(2T5)Qd1>>(0T3)f3 / {12:54}(3T3)Qf6f3 
13.{12:30}(3T4)Ng1f3 / {9:21}(3T4)Bf8c5 ",0,1,24/12/2021,,,
40,Sapphia,Tones,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)e7e5 
2.{19:49}(0T2)Nb1a3 / {19:56}(0T2)Bf8a3 
3.{19:14}(0T3)c2c3 / {18:20}(0T3)Ba3c5 
4.{19:01}(0T4)Qd1b3 / {17:25}(0T4)Qd8f6 
5.{18:36}(0T5)d2d4 / {15:07}(0T5)Bc5b6 
6.{18:27}(0T6)d4e5 / {13:20}(0T6)Bb6f2 
7.{18:19}(0T7)Ke1f2 / {11:28}(0T7)Qf6b6 
8.{18:19}(0T8)Qb3b6 / {11:28}(0T8)c7b6 
9.{17:55}(0T9)e5e6 / {11:28}(0T9)d7e6 
10.{17:36}(0T10)Bc1e3 / {9:54}(0T10)Bc8>>(0T5)c3 
11.{17:25}(-1T6)b2c3 / {8:45}(-1T6)Qf6f3 
12.{17:22}(-1T7)g2f3 / {8:38}(-1T7)Ng8e7 
13.{17:22}(-1T8)d4c5 / {8:38}(-1T8)Ne7g6 
14.{16:43}(-1T9)Bc1g5 / {8:38}(-1T9)f7f6 
15.{16:43}(-1T10)Qb3f7 / {8:38}(-1T10)Ke8f7 
16.{16:36}(-1T11)Bg5f6 (0T11)Kf2g3 ",1,0,24/12/2021,,,
41,Sapphia,Tones,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Nb1a3 / {19:56}(0T2)c7c6 
3.{19:57}(0T3)Na3c4 / {19:52}(0T3)d7d5 
4.{19:51}(0T4)Nc4e3 / {18:51}(0T4)d5d4 
5.{19:18}(0T5)Ne3c4 / {18:31}(0T5)b7b5 
6.{19:04}(0T6)Nc4e5 / {17:21}(0T6)Nf6g4 
7.{19:01}(0T7)c2c3 / {17:19}(0T7)Ng4e5 
8.{18:53}(0T8)Nf3e5 / {17:12}(0T8)Qd8d5 
9.{17:46}(0T9)Ne5f3 / {16:42}(0T9)Bc8g4 
10.{17:07}(0T10)Qd1b3 / {15:43}(0T10)Bg4f3 
11.{16:32}(0T11)g2f3 / {15:32}(0T11)d4c3 
12.{16:32}(0T12)Qb3d5 / {15:32}(0T12)c6d5 
13.{16:32}(0T13)b2c3 / {15:32}(0T13)Nb8d7 
14.{16:32}(0T14)d2d4 / {15:24}(0T14)Ra8c8 
15.{16:32}(0T15)Bc1b2 / {15:24}(0T15)Nd7b6 
16.{16:27}(0T16)e2e3 / {15:24}(0T16)Nb6c4 
17.{16:27}(0T17)Bf1c4 / {15:24}(0T17)b5c4 
18.{16:12}(0T18)Rh1g1 / {15:05}(0T18)e7e6 
19.{16:10}(0T19)a2a4 / {15:04}(0T19)Rc8b8 
20.{15:51}(0T20)Ke1e2 / {14:46}(0T20)Rb8b2 
21.{15:44}(0T21)Ke2d1 / {14:37}(0T21)Rb2f2 
22.{15:32}(0T22)Ra1b1 / {14:37}(0T22)Bf8d6 
23.{15:30}(0T23)Rg1g7 / {14:36}(0T23)Rf2f1 
24.{15:30}(0T24)Kd1c2 / {14:36}(0T24)Rf1b1 
25.{14:56}(0T25)Kc2b1 / {14:34}(0T25)Bd6h2 
26.{14:20}(0T26)Rg7g2 / {12:50}(0T26)Bh2b8 
27.{13:45}(0T27)f3f4 / {12:32}(0T27)h7h5 
28.{13:50}(0T28)Rg2b2 / {11:29}(0T28)Ke8g8 
29.{13:26}(0T29)Rb2>>(0T28)b2 / {11:07}(0T29)Bb8>>(0T22)b1 
30.{11:40}(0T30)Kb1>>(0T29)c1 (-1T23)Kd1>>(0T22)e1 / {10:53}(-1T23)Rf2c2",0,1,27/12/2021,,,
42,Tones,Sapphia,"1.{20:05}(0T1)b2b3 / {20:05}(0T1)e7e5 
2.{18:42}(0T2)e2e3 / {20:01}(0T2)Qd8f6 
3.{18:12}(0T3)Qd1f3 / {18:52}(0T3)Bf8e7 
4.{16:56}(0T4)Bc1b2 / {18:57}(0T4)Qf6>>(0T0)f2 
5.{16:59}(-1T1)Ke1f2 / {18:57}(-1T1)Ng8h6 
6.{16:58}(-1T2)e2e3 / {18:57}(-1T2)Nh6g4 
7.{16:50}(-1T3)Qd1g4 / {18:50}(-1T3)e7e6 
8.{14:17}(-1T4)Qg4f4 / {14:50}(-1T4)Bf8d6 
9.{14:19}(0T5)Qf3>>(0T1)f7 / {14:50}(1T1)Ke8f7 
10.{13:48}(1T2)Ng1h3 / {14:50}(1T2)e7e6 
11.{13:27}(1T3)e2e3 / {13:48}(1T3)Ng8f6 
12.{13:27}(1T4)Nh3g5 / {13:38}(1T4)Kf7e8 
13.{13:32}(1T5)Qd1f3 (-1T5)Qf4f7 / {13:00}(0T5)Ng8>>(-1T3)g8 
14.{12:41}(-2T4)Qg4c4 ",1,0,27/12/2021,,,
43,Sapphia,Tones,"1.{13:49}(0T1)Ng1f3 / {12:00}(0T1)Ng8f6 
2.{13:49}(0T2)Nb1a3 / {12:00}(0T2)d7d5 
3.{13:49}(0T3)Na3b5 / {12:00}(0T3)c7c5 
4.{13:49}(0T4)c2c4 / {12:00}(0T4)Bc8d7 
5.{13:49}(0T5)Qd1a4 / {12:00}(0T5)Bd7b5 
6.{13:49}(0T6)Qa4b5 / {12:00}(0T6)Qd8d7 
7.{13:49}(0T7)Qb5d7 / {12:00}(0T7)Nb8d7 
8.{13:49}(0T8)c4d5 / {12:00}(0T8)Nf6d5 
9.{13:49}(0T9)d2d4 / {12:00}(0T9)c5d4 
10.{13:49}(0T10)Nf3d4 / {12:00}(0T10)e7e5 
11.{13:49}(0T11)e2e4 / {12:00}(0T11)Bf8b4 
12.{13:49}(0T12)Bc1d2 / {12:00}(0T12)Bb4d2 
13.{13:49}(0T13)Ke1d2 / {12:00}(0T13)e5d4 
14.{13:49}(0T14)e4d5 / {12:00}(0T14)Ke8g8 
15.{13:49}(0T15)Ra1e1 / {12:00}(0T15)Rf8e8 
16.{13:49}(0T16)Re1e8 / {12:00}(0T16)Ra8e8 
17.{13:49}(0T17)Bf1b5 / {12:00}(0T17)Re8d8 
18.{13:49}(0T18)Bb5e2 ",1,0,1/1/2022,,,
44,Tones,Sapphia,"1.{20:05}(0T1)e2e4 / {20:05}(0T1)g7g6 
2.{19:20}(0T2)Bf1c4 / {19:17}(0T2)Ng8h6 
3.{18:26}(0T3)Bc4f7 / {19:15}(0T3)Nh6f7 
4.{18:21}(0T4)Qd1f3 / {17:59}(0T4)c7c6 
5.{17:56}(0T5)Qf3>>(0T1)f7 / {17:59}(1T1)Ke8f7 
6.{17:20}(1T2)Ng1h3 / {16:53}(1T2)Ng8f6 
7.{17:18}(1T3)Nh3g5 / {15:49}(1T3)Kf7e8 
8.{17:18}(1T4)c2c3 / {13:37}(1T4)d7d6 
9.{17:21}(1T5)Qd1b3 / {13:15}(0T5)Nf7>>(0T4)f5 
10.{17:08}(-1T5)Qf3h5 / {13:20}(-1T5)Nf5>>(1T4)f5 
11.{16:30}(-2T5)Ke1>(-1T6)e2 ",1,0,1/1/2022,,,
45,Sapphia,Tones,"1.{20:05}(0T1)Ng1f3 / {20:04}(0T1)Ng8f6 
2.{20:05}(0T2)Nb1a3 / {20:02}(0T2)Nf6d5 
3.{19:56}(0T3)Na3c4 / {19:47}(0T3)b7b5 
4.{19:34}(0T4)Nc4e5 / {18:28}(0T4)c7c5 
5.{19:28}(0T5)Ne5f7 / {18:09}(0T5)Qd8c7 
6.{19:02}(0T6)Nf7h8 / {17:15}(0T6)Bc8b7 
7.{19:02}(0T7)Nf3g5 / {15:35}(0T7)Qc7f4 
8.{19:02}(0T8)Ng5e6 / {15:39}(0T8)d7e6 
9.{19:12}(0T9)Nh8>>(0T7)g8 / {15:21}(0T9)Qf4>>(0T4)a4 
10.{18:52}(-1T5)e2e3 / {15:21}(-1T5)Rh8g8 
11.{18:19}(-1T6)Ne5f7 / {15:21}(-1T6)Nd5e3 
12.{18:16}(-1T7)f2e3 / {15:21}(-1T7)Rg8>(1T7)g8 
13.{16:57}(1T8)Nh8>(-1T8)g8 / {15:21}(1T8)Rg8>(-1T8)g8 
14.{16:53}(-1T9)Nf7>(1T9)f8 / {13:58}(1T9)Ke8f8 (-1T9)g7g6 
15.{16:33}(-1T10)Qd1e2 (0T10)e2e3 (1T10)Nf3g5 / {13:53}(1T10)Qc7f4 (0T10)Nd5e3 (-1T10)Qa4h4 
16.{16:16}(-1T11)Nf3h4 (0T11)d2e3 (1T11)Ng5h7 / {13:03}(1T11)Kf8g8 (-1T11)e7e6 (0T11)g7g6 
17.{16:26}(1T12)Nh7>>(1T10)h8 / {12:46}(1T12)Qf4>>(1T8)b4 
18.{15:36}(0T12)Qd1>>(0T8)h5 / {12:15}(3T8)g7g6 ",0,1,1/1/2022,,,
46,Tones,Sapphia,"1.{9:26}(0T1)f2f4 / {8:20}(0T1)Ng8f6 
2.{9:26}(0T2)g2g3 / {8:20}(0T2)Nb8a6 
3.{9:26}(0T3)c2c3 / {8:20}(0T3)Na6c5 
4.{9:26}(0T4)d2d4 / {8:20}(0T4)Nc5e6 
5.{9:26}(0T5)e2e4 / {8:20}(0T5)g7g6 
6.{9:26}(0T6)e4e5 / {8:20}(0T6)Nf6e4 
7.{9:26}(0T7)Bf1g2 / {8:20}(0T7)f7f5 
8.{9:26}(0T8)Bg2e4 / {8:20}(0T8)f5e4 
9.{9:26}(0T9)Nb1d2 / {8:20}(0T9)Ne6f4 
10.{9:26}(0T10)Nd2e4 / {8:20}(0T10)Bf8h6 
11.{9:26}(0T11)Bc1f4 / {8:20}(0T11)Bh6f4 
12.{9:26}(0T12)g3f4 / {8:20}(0T12)e7e6 
13.{9:26}(0T13)Ne4f6 / {8:20}(0T13)Qd8f6 
14.{9:26}(0T14)e5f6 / {8:20}(0T14)Ke8g8 
15.{9:26}(0T15)Qd1g4 / {8:20}(0T15)d7d5 
16.{9:26}(0T16)Qg4h4 / {8:20}(0T16)h7h5 
17.{9:26}(0T17)f6f7 / {8:20}(0T17)Kg8h7 
18.{9:26}(0T18)Qh4f6 / {8:20}(0T18)e6e5 
19.{9:26}(0T19)Ng1f3 / {8:20}(0T19)Ra8b8 
20.{9:26}(0T20)Nf3g5 / {8:20}(0T20)Kh7h6 
21.{9:26}(0T21)Qf6g6 / {8:20}(0T21)Kh6g6 
22.{9:26}(0T22)Rh1g1 / {8:20}(0T22)e5f4 
23.{9:26}(0T23)Ng5e6 ",1,0,16/1/2022,,,
47,Sapphia,Tones,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Nb1a3 / {19:49}(0T2)c7c6 
3.{20:05}(0T3)Na3c4 / {19:49}(0T3)d7d5 
4.{19:55}(0T4)Nc4a3 / {19:14}(0T4)Qd8b6 
5.{19:55}(0T5)e2e3 / {19:14}(0T5)Bc8g4 
6.{19:35}(0T6)c2c4 / {17:37}(0T6)Nb8d7 
7.{19:19}(0T7)b2b3 / {17:28}(0T7)Nd7e5 
8.{19:12}(0T8)Bf1e2 / {17:16}(0T8)Bg4f3 
9.{19:12}(0T9)Be2f3 / {17:15}(0T9)Ne5d3 
10.{18:55}(0T10)Ke1f1 / {16:28}(0T10)Nf6e4 
11.{18:49}(0T11)Bf3e4 / {15:18}(0T11)d5e4 
12.{17:59}(0T12)Qd1h5 / {12:47}(0T12)Nd3>>(0T11)d1 
13.{16:33}(0T13)Qh5>>(0T1)h5 / {12:52}(1T1)g7g6 
14.{16:24}(1T2)Qh5f3 / {12:52}(1T2)Ng8f6 
15.{16:24}(1T3)Qf3b3 / {12:44}(1T3)d7d5 
16.{15:13}(1T4)Qb3b5 / {12:44}(1T4)c7c6 
17.{14:57}(1T5)Qb5d3 / {12:11}(1T5)Bc8f5 
18.{13:56}(1T6)Qd3c3 / {12:11}(1T6)Qd8b6 
19.{13:33}(1T7)Qc3>>(1T4)f6 / {11:37}(2T4)e7f6 
20.{13:02}(2T5)Qb3e3 / {11:37}(2T5)Bc8e6 
21.{12:59}(2T6)c2c3 / {11:03}(2T6)Qd8d7 
22.{12:08}(2T7)Qe3e6 / {10:58}(2T7)f7e6 (1T7)Nf6e4 
23.{11:28}(1T8)Qd1>(2T8)c2 / {10:05}(1T8)Qb6f2 (2T8)Bf8c5 
24.{11:28}(2T9)Bf1>(1T9)f2 / {10:04}(2T9)Bc5f2 (1T9)Ne4f2 
25.{11:17}(1T10)Bf1>(2T10)f2 / {10:01}(1T10)Nf2>>(1T8)f1 
26.{11:17}(-2T9)Ke1f1 / {10:01}(-2T9)Qb6f2 
27.{10:30}(1T11)Nb1>>(0T9)b1 / {9:40}(3T9)Qb6b4 ",0,1,16/1/2022,,,
48,5D Voyage,Sapphia,"1. e3 / Nf6
2. Bb5 / c6
3. c4 / Qa5
4. Qe2 / a6
5. c5 / axb5
6. a3 / b4
7. d4 / d5
8. Bd2 / Na6
9. f3 / g6
10. e4 / Bg7
11. e5 / Ng8
12. g4 / Bh6
13. Nc3 / Bxd2
14. Qxd2 / bxc3
15. Qf4 / cxb2
16. Qd2 / b2xa1=Q",0,1,6/8/2021,,,
49,Sapphia,Andrey,"1. d4 / e6
2. Nf3 / Nf6
3. c3 / h6
4. Bf4 / b5
5. e3 / a6
6. g3 / Bb7
7. Bg2 / g5
8. Be5 / d6
9. Bxf6 / Qxf6
10. Qd3 / Bxf3
11. O-O / g4
12. Nd2 / Bxg2
13. Kxg2 / (0T13)Qf6>>x(0T10)f3~ (>L-1)
14. (-1T11)Rg1 / (-1T11)Qxf2
15. (0T14)Qd3>>(0T10)h7~ (>L1) / (1T10)Rxh7
16. (1T11)Qd2 / (1T11)Qxf3",0,1,16/8/2021,,,
50,Sapphia,Bungus_Style,"1.{19:37}(0T1)Ng1f3 / {19:20}(0T1)c7c6 
2.{19:37}(0T2)Nb1a3 / {19:20}(0T2)Ng8f6 
3.{19:37}(0T3)Na3c4 / {19:20}(0T3)Qd8c7 
4.{19:37}(0T4)Nc4e5 / {19:20}(0T4)Qc7b6 
5.{19:37}(0T5)e2e3 / {18:56}(0T5)Nb8a6 
6.{19:37}(0T6)Ne5f7 / {18:45}(0T6)g7g6 
7.{19:18}(0T7)Nf7h8 / {18:29}(0T7)Bf8h6 
8.{19:04}(0T8)Qd1e2 / {18:15}(0T8)Na6b4 
9.{17:40}(0T9)Ra1b1 / {17:31}(0T9)Nb4c2 
10.{17:35}(0T10)Ke1d1 / {17:18}(0T10)Qb6c5 
11.{16:43}(0T11)b2b3 / {17:13}(0T11)Nf6e4 
12.{16:24}(0T12)Nf3g5 / {16:16}(0T12)Ne4c3 
13.{16:16}(0T13)d2c3 / {16:01}(0T13)Qc5c3 
14.{16:10}(0T14)Nh8>>(0T12)g8 / {13:17}(0T14)Bh6>>(0T10)h2 
15.{15:31}(-1T11)Qe2d3 / {11:55}(-1T11)Bh6g7 
16.{15:23}(-1T12)Qd3d7 ",1,0,2/1/2022,,,
51,Bungus_Style,Sapphia,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)c2c3 / {19:54}(0T2)c7c5 
3.{19:52}(0T3)Nb1a3 / {19:08}(0T3)Nb8a6 
4.{19:52}(0T4)Qd1b3 / {18:37}(0T4)Qd8b6 
5.{19:46}(0T5)Qb3c4 / {18:24}(0T5)e7e6 
6.{18:47}(0T6)Nf3g5 / {18:04}(0T6)Qb6d6 
7.{17:27}(0T7)Qc4>>(0T5)a4 / {16:31}(1T5)c5c4 
8.{17:24}(1T6)Qa4c4 / {16:01}(1T6)e7e6 
9.{16:29}(1T7)Nf3d4 / {15:22}(0T7)Na6b4 (1T7)Bf8c5 
10.{16:16}(1T8)Nd4>(0T8)d6 / {15:11}(0T8)Bf8d6 (1T8)Bc5f2 
11.{15:48}(0T9)Bf1>(1T9)f2 / {14:36}(1T9)Qb6>(0T9)b6 
12.{14:28}(0T10)Ng5>(1T10)g7 / {14:24}(1T10)Ke8d8 (0T10)c5c4 
13.{13:04}(1T11)d2d3 (0T11)Na3c4 / {14:16}(0T11)Nb4c2 (1T11)Rh8g8 
14.{12:33}(1T12)Bc1>(0T12)c2 / {13:48}(0T12)Qb6c5 (1T12)Na6c5 
15.{11:14}(1T13)Qb3b4 (0T13)d2d4 / {13:53}(0T13)Qc5>>(0T10)f2 
16.{10:33}(-1T11)Ke1f2 / {13:53}(-1T11)c5c4 
17.{10:30}(-1T12)d2d4 / {13:51}(-1T12)Nf6>>(-1T11)f4 ",0,1,2/1/2022,,,
52,Cirtus,Sapphia,"1. e3 / Nf6
2. Nf3 / Na6
3. Ng5 / e6
4. b3 / Qe7
5. Ba3 / Nc5
6. Nc3 / h6
7. Nf3 / g6
8. Nb5 / Qd8
9. Bb2 / Bg7
10. Be5 / Na6
11. Qc1 / c6
12. Nd6 / Kf8
13. Qa3 / Nd5
14. (0T14)Nd6>>x(0T13)d8~ (>L1)",1,0,7/8/2021,,,
